excerpt,type,personality,category,atomicnumber,symbol,elementname,period,group,groupname,color
"As leaders, they have a firm sense of fairness and Justice. They will give its workers time alone to figure out problems, being careful not to micromanage. However, they will be there in a second to evaluate problems. Their respectful, straightforward mode of thinking makes them effective and efficient leaders.",ISTJ,The Logistician,Sentinels,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they are energetic and believers. They have visions of the future that they will pursue at any cost. They're OK with stepping back for a bit and evaluating their work. Generally, they prefer to have smaller teams of followers to get to know them better. It's relaxing, cheery + purposeful to be under their leadership.",ENTP,The Debater,Analysts,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they are a mix of hands-on and hands-off. They're willing to demonstrate things to their followers and follow through a project until completion. They can get perfectionistic at times. How they lead heavily depends on their enneagram and ""ambivertedness."" They're usually hard to categorise as one type of leader.",ENFP,The Campaigner,Diplomats,12,Ld,Leaders,6,B,Skills,#fff1e6
"They are the more traditional leaders, taking up all necessary duties. They are results-oriented and proud of their achievements. They're willing to be with the followers, recognising what they bring to the table.  ""Leaders eat last"" summarises their outlook on leadership. They are very hardworking and treat their followers well!",ENFJ,The Protagonist,Diplomats,12,Ld,Leaders,6,B,Skills,#fff1e6
"Many of these types reject the traditional role of leadership. Instead, they picture how they'd like to be led and follow this mental image. They are the most relaxed leaders, but can be deeply passionate if there's a deadline or pressure. They can easily get VERY involved in projects, giving it their all. Don't underestimate them!",ISFP,The Adventurer,Explorers,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they prioritise independence. They will give followers breathing room while still being available. They often utilise unconventional ways to solve problems which may seem a little crazy to outsiders. A lot of their decision making is formed by their gut, especially if their enneagram Is in the gut triad.",ESFP,The Entertainer,Explorers,12,Ld,Leaders,6,B,Skills,#fff1e6
"They are the unexpected leaders. When no one can get it together, these types rise up. They place lots of trust into their followers to finish the needed tasks. They are generous with their time and effort, willing to help out followers at any stage. They're really nice but would rather have co-leaders with them. They're also conflict avoidant.",ISTP,The Virtuoso,Explorers,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they are persuasive and open-minded. They are open to numerous perspectives, provided followers can follow through. Loyalty and consistency Is important to the types. They can be very motivating, especially if the team needs it. They harmonise with the room and tailor their leadership in response to stimull.",INFJ,The Advocate,Diplomats,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they have a firm sense of fairness and justice. They will give its workers time alone to figure out problems, being careful not to micromanage. However, they will be there in a second to evaluate problems. Their respectful, straightforward mode of thinking makes them effective and efficient leaders.",ENTJ,The Commander,Analysts,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they are energetic and believers. They have visions of the future that they will pursue at any cost. They're OK with stepping back for a bit and evaluating their work. Generally, they prefer to have smaller teams of followers to get to know them better. It's relaxing, cheery + purposeful to be under their leadership.",ESFJ,The Consul,Sentinels,12,Ld,Leaders,6,B,Skills,#fff1e6
"As leaders, they are a mix of hands-on and hands-off. They're willing to demonstrate things to their followers and follow through a project until completion. They can get perfectionistic at times. How they lead heavily depends on their enneagram and ""ambivertedness."" They're usually hard to categorise as one type of leader.",ISFJ,The Defender,Sentinels,12,Ld,Leaders,6,B,Skills,#fff1e6
"They are the more traditional leaders, taking up all necessary duties. They are results-oriented and proud of their achievements. They're willing to be with the followers, recognising what they bring to the table. ""Leaders eat last"" summarises their outlook on leadership. They are very hardworking and treat their followers well!",ESTJ,The Executive,Sentinels,12,Ld,Leaders,6,B,Skills,#fff1e6
"Their discreet charm, and smitten smile is beyond attractive, they are tender hearted, but have this hidden strength that others can feel. People love their shelter and they radiate this intense love of sensuality.",ISFJ,The Defender,Sentinels,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They are usually perceived as confident in their thoughts and actions, they know what youâre doing and go into it without questioning, they're calculated, and usually quite charismatic.",ENTJ,The Commander,Analysts,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They're meticulous and observant, they work hard and play harder and people love that mystery of their very detached presence, something about them that is both fully present and other worldly.",INTJ,The Architect,Analysts,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"Theyâre witty, charismatic, and novel. Theyâre like a flame and people are drawn to them. They have a sharp and piercing humor that is so magnetizing. They know how to persuade and are usually very smooth.",ENTP,The Debater,Analysts,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"Theyâre lowkey, dreamy and so interesting. Something about their independence and aloofness is so interesting and people want to know the way they're thinking, or what they're thinking about at all.",INTP,The Logician,Analysts,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They radiate positivity, charm and electricity, their your youthful need for adventure and possibility are contagious and they are so magnetic and sensational because of it.",ENFP,The Campaigner,Diplomats,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They feel so deeply and ardently, they get swept into a dream world that others only wish they can touch. They're full of romance, and saccharine that so many people feel drawn to their vulnerability.",INFP,The Mediator,Diplomats,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They're a warm, and uplifting spirit. Like the sun, they radiate certainty in themselve and something about their devotion to those they love is so incredibly attractive, they canât be missed.",ENFJ,The Protagonist,Diplomats,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They have a natural refinement and elegance, they have a beautiful presence of peace and wisdom and mystery. People want to know what they know, they want to get into their head.",INFJ,The Advocate,Diplomats,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They ooze tactile, and touch, something about their very down to earth and hands on persona is so tantalizing, they're so full of passion and willpower, itâs hard not to find them sexy at all.",ESTP,The Entrepreneur,Explorers,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"Enigmatic, aloof, brooding, with a low-key childlike humor is very intriguing they're hard to miss, and something about their handiwork is beyond magnetizing. They're an old soul and child in one.",ISTP,The Virtuoso,Explorers,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They're are radiant, glowing with excitement and vivacity. Their inner strength and pure willpower are unbelievably attractive and admirable, they have this earthy, âI know what Iâm doingâ vibe.",ESFP,The Entertainer,Explorers,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
Their shyness hides this intense need for physical action and connection. Their independence and ethereal mystery create this atmosphere of depth and raw love of pleasure. They breathe sex appeal.,ISFP,The Adventurer,Explorers,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They have a commanding presence, something strong and secure and people wish they could handle anything thrown at them the way they do, they're in control, and itâs hard to miss them with all that confidence.",ESTJ,The Executive,Sentinels,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They have a natural rhythm and go with their own flow, itâs insanely intoxicating. They have an air of structure and intensity, they're willpower is undeniable, and their thoughts are like wildfire.",ISTJ,The Logistician,Sentinels,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"They are warmth, and generosity, something about their need for beauty and harmony is beyond desirable. They create a haven of light and love and are so sensual itâs beyond sexy.",ESFJ,The Consul,Sentinels,13,At,What Makes\nThem Attractive,7,B,Skills,#fff1e6
"INFJs are typically better in writing than in verbal communication. If you want to know an INFJâs true feelings, ask them to write out what they think and feel but donât expect them to do it, especially if they donât know you very well.",INFJ,The Advocate,Diplomats,14,F1,Fact #1,3,C,Facts,#fde2e4
INFJs can often mimic other personality types. Because they are masters at understanding peopleâs core personalities- becoming someone else can be very easy.,INFJ,The Advocate,Diplomats,15,F2,Fact #2,4,C,Facts,#fde2e4
"An INFJâs allegiance is no trifle. If an INFJ wants to stick by you, it means they really like you. Never violate that gift, INFJâs can be dangerous enemies.",INFJ,The Advocate,Diplomats,16,F3,Fact #3,5,C,Facts,#fde2e4
"INFJâs are like onions. No they donât stink, or make you cry, or get all brown if you leave them out in the sun to long. They have layers, and only a select few are ever privy to see all those layers. Do not expect to peel back their layers overnight- that can take months, even years before they trust you that much.",INFJ,The Advocate,Diplomats,17,F4,Fact #4,6,C,Facts,#fde2e4
"INFJs are extremely sensitive. Make sure that criticism is handed as lightly as possible and constructively. At the same time if they respect you they will want to please you and prove to you they can take that criticism and become better, although many times it might take them time to work through the hurt of your words to come to that realization.",INFJ,The Advocate,Diplomats,18,F5,Fact #5,7,C,Facts,#fde2e4
"INFJs love helping people. If youâre bad at accepting help (yes, accepting help is a skill), then get ready to have problems. To reject an INFJâs help is to reject their love, and one of the things they hold nearest to their hearts.",INFJ,The Advocate,Diplomats,19,F6,Fact #6,3,D,Facts,#fde2e4
"They can be extremely stubborn once they believe they are right, especially if it has to do with their morals or values. However, donât think that just because they are arguing with you, they arenât listening- many times they will think about what you said to them for weeks and it may slowly make them more open-minded to your opinions.",INFJ,The Advocate,Diplomats,20,F7,Fact #7,4,D,Facts,#fde2e4
"Your energy as a friend, partner, or family member will easily affect them. If you seem unstable, etc., it will soak into them and poison them. It has often been said that an INFJâs partner has to be resilient, and this is generally true.",INFJ,The Advocate,Diplomats,21,F8,Fact #8,5,D,Facts,#fde2e4
"An INFJ is incredibly complex, so complex they confuse even themselves.",INFJ,The Advocate,Diplomats,22,F9,Fact #9,6,D,Facts,#fde2e4
Don't lie to an INFJ! Omitting or distorting the truth is generally looked at as lying and will definitely arouse suspicion in them. INFJ's have an intuition when it comes to stories that don't quite fit. Tread carefully if you are hiding something from them.,INFJ,The Advocate,Diplomats,23,F10,Fact #10,7,D,Facts,#fde2e4
ISTJs instantly notice when something changes.,ISTJ,The Logistician,Sentinels,14,F1,Fact #1,3,C,Facts,#fde2e4
ISTJs keep calm when others are panicking.,ISTJ,The Logistician,Sentinels,15,F2,Fact #2,4,C,Facts,#fde2e4
ISTJs use their past experience to bring new insight into situations.,ISTJ,The Logistician,Sentinels,16,F3,Fact #3,5,C,Facts,#fde2e4
"ISTJs value propriety, but they're not phony.",ISTJ,The Logistician,Sentinels,17,F4,Fact #4,6,C,Facts,#fde2e4
Competence is extremely important to them.,ISTJ,The Logistician,Sentinels,18,F5,Fact #5,7,C,Facts,#fde2e4
Crossing off items on their to-do list fills them with satisfaction.,ISTJ,The Logistician,Sentinels,19,F6,Fact #6,3,D,Facts,#fde2e4
"ISTJs have a wry, offbeat sense of humor.",ISTJ,The Logistician,Sentinels,20,F7,Fact #7,4,D,Facts,#fde2e4
ISTJs are deeply loyal.,ISTJ,The Logistician,Sentinels,21,F8,Fact #8,5,D,Facts,#fde2e4
"ISTJs value innovation, but they run quality control on new ideas.",ISTJ,The Logistician,Sentinels,22,F9,Fact #9,6,D,Facts,#fde2e4
Being fair and unbiased is essential to their integrity.,ISTJ,The Logistician,Sentinels,23,F10,Fact #10,7,D,Facts,#fde2e4
INTJs value knowledge and efficiency.,INTJ,The Architect,Analysts,14,F1,Fact #1,3,C,Facts,#fde2e4
INTJs have no patience with inefficiency and confusion.,INTJ,The Architect,Analysts,15,F2,Fact #2,4,C,Facts,#fde2e4
INTJs have very high standards for performance.,INTJ,The Architect,Analysts,16,F3,Fact #3,5,C,Facts,#fde2e4
INTJs are reserved and detached from others.,INTJ,The Architect,Analysts,17,F4,Fact #4,6,C,Facts,#fde2e4
"INTJs are calm, collected and analytical.",INTJ,The Architect,Analysts,18,F5,Fact #5,7,C,Facts,#fde2e4
"INTJs work best alone, prefer to work alone.",INTJ,The Architect,Analysts,19,F6,Fact #6,3,D,Facts,#fde2e4
INTJs may be seen as aloof and reserved by others.,INTJ,The Architect,Analysts,20,F7,Fact #7,4,D,Facts,#fde2e4
INTJs may have little interest in the other people's thoughts and feelings.,INTJ,The Architect,Analysts,21,F8,Fact #8,5,D,Facts,#fde2e4
